epoch,loss,recall@1
1,0.09075555099576861,0.972000002861023
2,0.05691032264213167,0.9739999771118164
3,0.04549132522438938,0.9760000109672546
4,0.03801182545159929,0.9760000109672546
5,0.03300795242677083,0.9819999933242798
6,0.028880581322907654,0.9800000190734863
7,0.025721212811580855,0.9800000190734863
8,0.026623349346632335,0.9800000190734863
9,0.023502894960362557,0.9760000109672546
10,0.02154708519138059,0.9819999933242798
