epoch,loss,recall@1
1,0.008033887740580281,0.9660000205039978
2,0.004601668837906128,0.9679999947547913
3,0.004453783377480866,0.9599999785423279
4,0.0020349376423087853,0.9660000205039978
5,0.0016302900908318296,0.949999988079071
6,0.0032465805641221043,0.9340000152587891
7,0.006166640774407728,0.9300000071525574
8,0.003477514157511631,0.949999988079071
9,0.0006299545185818294,0.9440000057220459
10,0.001379877085512008,0.9340000152587891
