epoch,loss,recall@1
1,0.07558650350132044,0.9739999771118164
2,0.060187728082218284,0.9760000109672546
3,0.05083661441309214,0.9800000190734863
4,0.044621197455414936,0.9800000190734863
5,0.04141139217179114,0.9620000123977661
6,0.03859045504224978,0.9800000190734863
7,0.03827072639309628,0.9580000042915344
8,0.03375218792395238,0.9539999961853027
9,0.03212040652454849,0.9779999852180481
10,0.02963427562449328,0.9800000190734863
